cisp;regiao;ano;roubo_veiculo;flag
33;Capital;2017;64;outlier_sup
34;Capital;2017;182;outlier_sup
35;Capital;2017;85;outlier_sup
38;Capital;2017;114;outlier_sup
39;Capital;2017;153;outlier_sup
40;Capital;2017;184;outlier_sup
44;Capital;2017;64;outlier_sup
52;Baixada Fluminense;2017;78;outlier_sup
54;Baixada Fluminense;2017;196;outlier_sup
56;Baixada Fluminense;2017;68;outlier_sup
57;Baixada Fluminense;2017;71;outlier_sup
58;Baixada Fluminense;2017;114;outlier_sup
59;Baixada Fluminense;2017;186;outlier_sup
60;Baixada Fluminense;2017;115;outlier_sup
64;Baixada Fluminense;2017;271;outlier_sup
71;Interior;2017;66;outlier_sup
72;Grande Niterói;2017;141;outlier_sup
73;Grande Niterói;2017;146;outlier_sup
74;Grande Niterói;2017;164;outlier_sup
75;Grande Niterói;2017;132;outlier_sup
78;Grande Niterói;2017;86;outlier_sup
24;Capital;2017;80;outlier_sup
25;Capital;2017;74;outlier_sup
26;Capital;2017;82;outlier_sup
27;Capital;2017;93;outlier_sup
29;Capital;2017;148;outlier_sup
30;Capital;2017;64;outlier_sup
31;Capital;2017;98;outlier_sup
33;Capital;2017;70;outlier_sup
34;Capital;2017;205;outlier_sup
35;Capital;2017;90;outlier_sup
38;Capital;2017;70;outlier_sup
39;Capital;2017;157;outlier_sup
40;Capital;2017;152;outlier_sup
44;Capital;2017;65;outlier_sup
52;Baixada Fluminense;2017;65;outlier_sup
54;Baixada Fluminense;2017;177;outlier_sup
56;Baixada Fluminense;2017;77;outlier_sup
57;Baixada Fluminense;2017;75;outlier_sup
58;Baixada Fluminense;2017;95;outlier_sup
59;Baixada Fluminense;2017;187;outlier_sup
60;Baixada Fluminense;2017;107;outlier_sup
64;Baixada Fluminense;2017;248;outlier_sup
71;Interior;2017;79;outlier_sup
72;Grande Niterói;2017;160;outlier_sup
73;Grande Niterói;2017;150;outlier_sup
74;Grande Niterói;2017;155;outlier_sup
75;Grande Niterói;2017;141;outlier_sup
24;Capital;2017;87;outlier_sup
25;Capital;2017;82;outlier_sup
27;Capital;2017;112;outlier_sup
29;Capital;2017;143;outlier_sup
30;Capital;2017;71;outlier_sup
31;Capital;2017;90;outlier_sup
33;Capital;2017;87;outlier_sup
34;Capital;2017;192;outlier_sup
35;Capital;2017;163;outlier_sup
38;Capital;2017;82;outlier_sup
39;Capital;2017;141;outlier_sup
40;Capital;2017;141;outlier_sup
44;Capital;2017;65;outlier_sup
52;Baixada Fluminense;2017;85;outlier_sup
54;Baixada Fluminense;2017;144;outlier_sup
56;Baixada Fluminense;2017;81;outlier_sup
57;Baixada Fluminense;2017;86;outlier_sup
58;Baixada Fluminense;2017;90;outlier_sup
59;Baixada Fluminense;2017;167;outlier_sup
60;Baixada Fluminense;2017;113;outlier_sup
64;Baixada Fluminense;2017;249;outlier_sup
71;Interior;2017;79;outlier_sup
72;Grande Niterói;2017;112;outlier_sup
73;Grande Niterói;2017;112;outlier_sup
74;Grande Niterói;2017;138;outlier_sup
75;Grande Niterói;2017;121;outlier_sup
22;Capital;2017;61;outlier_sup
25;Capital;2017;78;outlier_sup
26;Capital;2017;68;outlier_sup
27;Capital;2017;118;outlier_sup
29;Capital;2017;138;outlier_sup
30;Capital;2017;79;outlier_sup
31;Capital;2017;143;outlier_sup
33;Capital;2017;94;outlier_sup
34;Capital;2017;198;outlier_sup
35;Capital;2017;132;outlier_sup
38;Capital;2017;110;outlier_sup
39;Capital;2017;192;outlier_sup
40;Capital;2017;142;outlier_sup
50;Baixada Fluminense;2017;62;outlier_sup
52;Baixada Fluminense;2017;83;outlier_sup
54;Baixada Fluminense;2017;160;outlier_sup
56;Baixada Fluminense;2017;81;outlier_sup
57;Baixada Fluminense;2017;78;outlier_sup
58;Baixada Fluminense;2017;110;outlier_sup
59;Baixada Fluminense;2017;194;outlier_sup
60;Baixada Fluminense;2017;90;outlier_sup
64;Baixada Fluminense;2017;257;outlier_sup
71;Interior;2017;108;outlier_sup
72;Grande Niterói;2017;115;outlier_sup
73;Grande Niterói;2017;160;outlier_sup
74;Grande Niterói;2017;129;outlier_sup
75;Grande Niterói;2017;101;outlier_sup
78;Grande Niterói;2017;80;outlier_sup
21;Capital;2018;68;outlier_sup
24;Capital;2018;78;outlier_sup
25;Capital;2018;108;outlier_sup
26;Capital;2018;95;outlier_sup
27;Capital;2018;187;outlier_sup
29;Capital;2018;153;outlier_sup
30;Capital;2018;76;outlier_sup
31;Capital;2018;155;outlier_sup
33;Capital;2018;85;outlier_sup
34;Capital;2018;225;outlier_sup
35;Capital;2018;163;outlier_sup
38;Capital;2018;131;outlier_sup
39;Capital;2018;274;outlier_sup
40;Capital;2018;196;outlier_sup
52;Baixada Fluminense;2018;95;outlier_sup
53;Baixada Fluminense;2018;77;outlier_sup
54;Baixada Fluminense;2018;270;outlier_sup
56;Baixada Fluminense;2018;85;outlier_sup
57;Baixada Fluminense;2018;101;outlier_sup
58;Baixada Fluminense;2018;119;outlier_sup
59;Baixada Fluminense;2018;176;outlier_sup
60;Baixada Fluminense;2018;94;outlier_sup
64;Baixada Fluminense;2018;342;outlier_sup
71;Interior;2018;117;outlier_sup
72;Grande Niterói;2018;130;outlier_sup
73;Grande Niterói;2018;165;outlier_sup
74;Grande Niterói;2018;164;outlier_sup
75;Grande Niterói;2018;144;outlier_sup
78;Grande Niterói;2018;78;outlier_sup
21;Capital;2018;62;outlier_sup
23;Capital;2018;63;outlier_sup
25;Capital;2018;81;outlier_sup
26;Capital;2018;100;outlier_sup
27;Capital;2018;122;outlier_sup
29;Capital;2018;122;outlier_sup
31;Capital;2018;150;outlier_sup
33;Capital;2018;113;outlier_sup
34;Capital;2018;243;outlier_sup
35;Capital;2018;160;outlier_sup
38;Capital;2018;61;outlier_sup
39;Capital;2018;243;outlier_sup
40;Capital;2018;145;outlier_sup
44;Capital;2018;64;outlier_sup
52;Baixada Fluminense;2018;76;outlier_sup
53;Baixada Fluminense;2018;75;outlier_sup
54;Baixada Fluminense;2018;266;outlier_sup
56;Baixada Fluminense;2018;75;outlier_sup
57;Baixada Fluminense;2018;89;outlier_sup
58;Baixada Fluminense;2018;112;outlier_sup
59;Baixada Fluminense;2018;169;outlier_sup
60;Baixada Fluminense;2018;94;outlier_sup
64;Baixada Fluminense;2018;264;outlier_sup
71;Interior;2018;150;outlier_sup
72;Grande Niterói;2018;134;outlier_sup
73;Grande Niterói;2018;128;outlier_sup
74;Grande Niterói;2018;168;outlier_sup
75;Grande Niterói;2018;113;outlier_sup
78;Grande Niterói;2018;76;outlier_sup
21;Capital;2018;67;outlier_sup
24;Capital;2018;68;outlier_sup
27;Capital;2018;159;outlier_sup
29;Capital;2018;126;outlier_sup
30;Capital;2018;65;outlier_sup
31;Capital;2018;187;outlier_sup
33;Capital;2018;121;outlier_sup
34;Capital;2018;150;outlier_sup
35;Capital;2018;149;outlier_sup
38;Capital;2018;123;outlier_sup
39;Capital;2018;394;outlier_sup
40;Capital;2018;180;outlier_sup
52;Baixada Fluminense;2018;93;outlier_sup
53;Baixada Fluminense;2018;76;outlier_sup
54;Baixada Fluminense;2018;371;outlier_sup
56;Baixada Fluminense;2018;92;outlier_sup
57;Baixada Fluminense;2018;104;outlier_sup
58;Baixada Fluminense;2018;129;outlier_sup
59;Baixada Fluminense;2018;204;outlier_sup
60;Baixada Fluminense;2018;112;outlier_sup
64;Baixada Fluminense;2018;329;outlier_sup
71;Interior;2018;114;outlier_sup
72;Grande Niterói;2018;122;outlier_sup
73;Grande Niterói;2018;172;outlier_sup
74;Grande Niterói;2018;218;outlier_sup
75;Grande Niterói;2018;120;outlier_sup
78;Grande Niterói;2018;79;outlier_sup
22;Capital;2018;61;outlier_sup
24;Capital;2018;63;outlier_sup
25;Capital;2018;70;outlier_sup
27;Capital;2018;115;outlier_sup
29;Capital;2018;104;outlier_sup
30;Capital;2018;99;outlier_sup
31;Capital;2018;131;outlier_sup
32;Capital;2018;63;outlier_sup
33;Capital;2018;85;outlier_sup
34;Capital;2018;152;outlier_sup
35;Capital;2018;125;outlier_sup
38;Capital;2018;79;outlier_sup
39;Capital;2018;223;outlier_sup
40;Capital;2018;92;outlier_sup
52;Baixada Fluminense;2018;94;outlier_sup
53;Baixada Fluminense;2018;92;outlier_sup
54;Baixada Fluminense;2018;256;outlier_sup
56;Baixada Fluminense;2018;80;outlier_sup
57;Baixada Fluminense;2018;84;outlier_sup
58;Baixada Fluminense;2018;113;outlier_sup
59;Baixada Fluminense;2018;165;outlier_sup
60;Baixada Fluminense;2018;98;outlier_sup
64;Baixada Fluminense;2018;280;outlier_sup
71;Interior;2018;165;outlier_sup
72;Grande Niterói;2018;128;outlier_sup
73;Grande Niterói;2018;124;outlier_sup
74;Grande Niterói;2018;169;outlier_sup
75;Grande Niterói;2018;129;outlier_sup
78;Grande Niterói;2018;112;outlier_sup
25;Capital;2018;63;outlier_sup
27;Capital;2018;116;outlier_sup
29;Capital;2018;103;outlier_sup
30;Capital;2018;77;outlier_sup
31;Capital;2018;125;outlier_sup
33;Capital;2018;87;outlier_sup
34;Capital;2018;169;outlier_sup
35;Capital;2018;91;outlier_sup
38;Capital;2018;68;outlier_sup
39;Capital;2018;221;outlier_sup
40;Capital;2018;98;outlier_sup
52;Baixada Fluminense;2018;67;outlier_sup
53;Baixada Fluminense;2018;77;outlier_sup
54;Baixada Fluminense;2018;217;outlier_sup
56;Baixada Fluminense;2018;82;outlier_sup
57;Baixada Fluminense;2018;81;outlier_sup
58;Baixada Fluminense;2018;158;outlier_sup
59;Baixada Fluminense;2018;167;outlier_sup
60;Baixada Fluminense;2018;107;outlier_sup
64;Baixada Fluminense;2018;226;outlier_sup
71;Interior;2018;132;outlier_sup
72;Grande Niterói;2018;143;outlier_sup
73;Grande Niterói;2018;179;outlier_sup
74;Grande Niterói;2018;195;outlier_sup
75;Grande Niterói;2018;141;outlier_sup
78;Grande Niterói;2018;65;outlier_sup
25;Capital;2018;66;outlier_sup
27;Capital;2018;126;outlier_sup
29;Capital;2018;108;outlier_sup
30;Capital;2018;95;outlier_sup
31;Capital;2018;134;outlier_sup
33;Capital;2018;80;outlier_sup
34;Capital;2018;197;outlier_sup
35;Capital;2018;116;outlier_sup
38;Capital;2018;68;outlier_sup
39;Capital;2018;219;outlier_sup
40;Capital;2018;120;outlier_sup
52;Baixada Fluminense;2018;75;outlier_sup
54;Baixada Fluminense;2018;174;outlier_sup
56;Baixada Fluminense;2018;81;outlier_sup
57;Baixada Fluminense;2018;87;outlier_sup
58;Baixada Fluminense;2018;123;outlier_sup
59;Baixada Fluminense;2018;180;outlier_sup
60;Baixada Fluminense;2018;87;outlier_sup
64;Baixada Fluminense;2018;216;outlier_sup
71;Interior;2018;148;outlier_sup
72;Grande Niterói;2018;126;outlier_sup
73;Grande Niterói;2018;124;outlier_sup
74;Grande Niterói;2018;125;outlier_sup
75;Grande Niterói;2018;89;outlier_sup
27;Capital;2018;96;outlier_sup
29;Capital;2018;86;outlier_sup
31;Capital;2018;70;outlier_sup
33;Capital;2018;126;outlier_sup
34;Capital;2018;184;outlier_sup
35;Capital;2018;91;outlier_sup
39;Capital;2018;103;outlier_sup
52;Baixada Fluminense;2018;61;outlier_sup
54;Baixada Fluminense;2018;170;outlier_sup
56;Baixada Fluminense;2018;72;outlier_sup
57;Baixada Fluminense;2018;64;outlier_sup
58;Baixada Fluminense;2018;111;outlier_sup
59;Baixada Fluminense;2018;166;outlier_sup
60;Baixada Fluminense;2018;89;outlier_sup
64;Baixada Fluminense;2018;154;outlier_sup
71;Interior;2018;100;outlier_sup
72;Grande Niterói;2018;113;outlier_sup
73;Grande Niterói;2018;122;outlier_sup
74;Grande Niterói;2018;137;outlier_sup
75;Grande Niterói;2018;107;outlier_sup
78;Grande Niterói;2018;75;outlier_sup
27;Capital;2018;124;outlier_sup
29;Capital;2018;91;outlier_sup
30;Capital;2018;67;outlier_sup
31;Capital;2018;67;outlier_sup
33;Capital;2018;117;outlier_sup
34;Capital;2018;211;outlier_sup
35;Capital;2018;104;outlier_sup
38;Capital;2018;75;outlier_sup
39;Capital;2018;202;outlier_sup
40;Capital;2018;84;outlier_sup
54;Baixada Fluminense;2018;213;outlier_sup
56;Baixada Fluminense;2018;71;outlier_sup
57;Baixada Fluminense;2018;64;outlier_sup
58;Baixada Fluminense;2018;98;outlier_sup
59;Baixada Fluminense;2018;163;outlier_sup
60;Baixada Fluminense;2018;78;outlier_sup
64;Baixada Fluminense;2018;202;outlier_sup
71;Interior;2018;86;outlier_sup
72;Grande Niterói;2018;135;outlier_sup
73;Grande Niterói;2018;143;outlier_sup
74;Grande Niterói;2018;167;outlier_sup
75;Grande Niterói;2018;106;outlier_sup
78;Grande Niterói;2018;78;outlier_sup
21;Capital;2018;64;outlier_sup
27;Capital;2018;168;outlier_sup
29;Capital;2018;112;outlier_sup
30;Capital;2018;70;outlier_sup
31;Capital;2018;75;outlier_sup
33;Capital;2018;137;outlier_sup
34;Capital;2018;170;outlier_sup
35;Capital;2018;85;outlier_sup
38;Capital;2018;88;outlier_sup
39;Capital;2018;242;outlier_sup
40;Capital;2018;149;outlier_sup
52;Baixada Fluminense;2018;73;outlier_sup
54;Baixada Fluminense;2018;209;outlier_sup
56;Baixada Fluminense;2018;68;outlier_sup
57;Baixada Fluminense;2018;70;outlier_sup
58;Baixada Fluminense;2018;95;outlier_sup
59;Baixada Fluminense;2018;225;outlier_sup
60;Baixada Fluminense;2018;76;outlier_sup
64;Baixada Fluminense;2018;243;outlier_sup
72;Grande Niterói;2018;97;outlier_sup
73;Grande Niterói;2018;108;outlier_sup
74;Grande Niterói;2018;116;outlier_sup
75;Grande Niterói;2018;109;outlier_sup
78;Grande Niterói;2018;84;outlier_sup
27;Capital;2018;153;outlier_sup
29;Capital;2018;115;outlier_sup
30;Capital;2018;72;outlier_sup
31;Capital;2018;114;outlier_sup
33;Capital;2018;149;outlier_sup
34;Capital;2018;187;outlier_sup
35;Capital;2018;107;outlier_sup
38;Capital;2018;98;outlier_sup
39;Capital;2018;271;outlier_sup
40;Capital;2018;150;outlier_sup
52;Baixada Fluminense;2018;107;outlier_sup
54;Baixada Fluminense;2018;158;outlier_sup
56;Baixada Fluminense;2018;79;outlier_sup
57;Baixada Fluminense;2018;68;outlier_sup
58;Baixada Fluminense;2018;134;outlier_sup
59;Baixada Fluminense;2018;218;outlier_sup
60;Baixada Fluminense;2018;96;outlier_sup
64;Baixada Fluminense;2018;225;outlier_sup
72;Grande Niterói;2018;116;outlier_sup
73;Grande Niterói;2018;87;outlier_sup
74;Grande Niterói;2018;143;outlier_sup
75;Grande Niterói;2018;89;outlier_sup
78;Grande Niterói;2018;86;outlier_sup
21;Capital;2018;64;outlier_sup
25;Capital;2018;78;outlier_sup
27;Capital;2018;198;outlier_sup
29;Capital;2018;69;outlier_sup
30;Capital;2018;68;outlier_sup
31;Capital;2018;123;outlier_sup
33;Capital;2018;106;outlier_sup
34;Capital;2018;162;outlier_sup
35;Capital;2018;100;outlier_sup
38;Capital;2018;96;outlier_sup
39;Capital;2018;193;outlier_sup
40;Capital;2018;117;outlier_sup
52;Baixada Fluminense;2018;99;outlier_sup
54;Baixada Fluminense;2018;173;outlier_sup
56;Baixada Fluminense;2018;66;outlier_sup
57;Baixada Fluminense;2018;86;outlier_sup
58;Baixada Fluminense;2018;113;outlier_sup
59;Baixada Fluminense;2018;247;outlier_sup
60;Baixada Fluminense;2018;123;outlier_sup
64;Baixada Fluminense;2018;191;outlier_sup
72;Grande Niterói;2018;78;outlier_sup
73;Grande Niterói;2018;69;outlier_sup
74;Grande Niterói;2018;123;outlier_sup
75;Grande Niterói;2018;98;outlier_sup
78;Grande Niterói;2018;89;outlier_sup
25;Capital;2018;66;outlier_sup
27;Capital;2018;153;outlier_sup
29;Capital;2018;91;outlier_sup
31;Capital;2018;106;outlier_sup
33;Capital;2018;110;outlier_sup
34;Capital;2018;126;outlier_sup
35;Capital;2018;128;outlier_sup
38;Capital;2018;109;outlier_sup
39;Capital;2018;145;outlier_sup
40;Capital;2018;86;outlier_sup
52;Baixada Fluminense;2018;61;outlier_sup
54;Baixada Fluminense;2018;220;outlier_sup
56;Baixada Fluminense;2018;70;outlier_sup
58;Baixada Fluminense;2018;116;outlier_sup
59;Baixada Fluminense;2018;246;outlier_sup
60;Baixada Fluminense;2018;142;outlier_sup
64;Baixada Fluminense;2018;136;outlier_sup
71;Interior;2018;71;outlier_sup
72;Grande Niterói;2018;82;outlier_sup
73;Grande Niterói;2018;78;outlier_sup
74;Grande Niterói;2018;128;outlier_sup
75;Grande Niterói;2018;103;outlier_sup
78;Grande Niterói;2018;79;outlier_sup
21;Capital;2019;75;outlier_sup
27;Capital;2019;186;outlier_sup
29;Capital;2019;102;outlier_sup
31;Capital;2019;100;outlier_sup
33;Capital;2019;124;outlier_sup
34;Capital;2019;152;outlier_sup
35;Capital;2019;115;outlier_sup
38;Capital;2019;91;outlier_sup
39;Capital;2019;105;outlier_sup
40;Capital;2019;131;outlier_sup
52;Baixada Fluminense;2019;78;outlier_sup
54;Baixada Fluminense;2019;166;outlier_sup
58;Baixada Fluminense;2019;113;outlier_sup
59;Baixada Fluminense;2019;218;outlier_sup
60;Baixada Fluminense;2019;119;outlier_sup
64;Baixada Fluminense;2019;153;outlier_sup
71;Interior;2019;70;outlier_sup
72;Grande Niterói;2019;107;outlier_sup
73;Grande Niterói;2019;117;outlier_sup
74;Grande Niterói;2019;137;outlier_sup
75;Grande Niterói;2019;118;outlier_sup
78;Grande Niterói;2019;75;outlier_sup
21;Capital;2019;61;outlier_sup
27;Capital;2019;193;outlier_sup
29;Capital;2019;83;outlier_sup
31;Capital;2019;96;outlier_sup
33;Capital;2019;107;outlier_sup
34;Capital;2019;171;outlier_sup
35;Capital;2019;91;outlier_sup
38;Capital;2019;86;outlier_sup
39;Capital;2019;150;outlier_sup
40;Capital;2019;107;outlier_sup
44;Capital;2019;67;outlier_sup
54;Baixada Fluminense;2019;199;outlier_sup
58;Baixada Fluminense;2019;93;outlier_sup
59;Baixada Fluminense;2019;192;outlier_sup
60;Baixada Fluminense;2019;100;outlier_sup
64;Baixada Fluminense;2019;157;outlier_sup
71;Interior;2019;72;outlier_sup
72;Grande Niterói;2019;92;outlier_sup
73;Grande Niterói;2019;104;outlier_sup
74;Grande Niterói;2019;118;outlier_sup
75;Grande Niterói;2019;93;outlier_sup
78;Grande Niterói;2019;62;outlier_sup
27;Capital;2019;164;outlier_sup
29;Capital;2019;67;outlier_sup
31;Capital;2019;81;outlier_sup
33;Capital;2019;137;outlier_sup
34;Capital;2019;196;outlier_sup
35;Capital;2019;93;outlier_sup
38;Capital;2019;104;outlier_sup
39;Capital;2019;196;outlier_sup
40;Capital;2019;114;outlier_sup
54;Baixada Fluminense;2019;203;outlier_sup
56;Baixada Fluminense;2019;65;outlier_sup
57;Baixada Fluminense;2019;69;outlier_sup
58;Baixada Fluminense;2019;124;outlier_sup
59;Baixada Fluminense;2019;189;outlier_sup
60;Baixada Fluminense;2019;88;outlier_sup
64;Baixada Fluminense;2019;179;outlier_sup
72;Grande Niterói;2019;117;outlier_sup
73;Grande Niterói;2019;99;outlier_sup
74;Grande Niterói;2019;125;outlier_sup
75;Grande Niterói;2019;86;outlier_sup
78;Grande Niterói;2019;66;outlier_sup
27;Capital;2019;139;outlier_sup
29;Capital;2019;69;outlier_sup
31;Capital;2019;73;outlier_sup
33;Capital;2019;96;outlier_sup
34;Capital;2019;162;outlier_sup
35;Capital;2019;88;outlier_sup
38;Capital;2019;68;outlier_sup
39;Capital;2019;183;outlier_sup
40;Capital;2019;124;outlier_sup
52;Baixada Fluminense;2019;67;outlier_sup
54;Baixada Fluminense;2019;285;outlier_sup
56;Baixada Fluminense;2019;71;outlier_sup
58;Baixada Fluminense;2019;92;outlier_sup
59;Baixada Fluminense;2019;216;outlier_sup
60;Baixada Fluminense;2019;74;outlier_sup
64;Baixada Fluminense;2019;225;outlier_sup
71;Interior;2019;61;outlier_sup
72;Grande Niterói;2019;114;outlier_sup
73;Grande Niterói;2019;111;outlier_sup
74;Grande Niterói;2019;134;outlier_sup
75;Grande Niterói;2019;102;outlier_sup
78;Grande Niterói;2019;82;outlier_sup
21;Capital;2019;62;outlier_sup
27;Capital;2019;144;outlier_sup
29;Capital;2019;79;outlier_sup
31;Capital;2019;100;outlier_sup
33;Capital;2019;97;outlier_sup
34;Capital;2019;112;outlier_sup
35;Capital;2019;82;outlier_sup
38;Capital;2019;62;outlier_sup
39;Capital;2019;175;outlier_sup
40;Capital;2019;118;outlier_sup
52;Baixada Fluminense;2019;73;outlier_sup
54;Baixada Fluminense;2019;272;outlier_sup
56;Baixada Fluminense;2019;79;outlier_sup
58;Baixada Fluminense;2019;94;outlier_sup
59;Baixada Fluminense;2019;167;outlier_sup
64;Baixada Fluminense;2019;216;outlier_sup
71;Interior;2019;78;outlier_sup
72;Grande Niterói;2019;107;outlier_sup
73;Grande Niterói;2019;87;outlier_sup
74;Grande Niterói;2019;152;outlier_sup
75;Grande Niterói;2019;112;outlier_sup
27;Capital;2019;105;outlier_sup
29;Capital;2019;64;outlier_sup
31;Capital;2019;100;outlier_sup
33;Capital;2019;68;outlier_sup
34;Capital;2019;112;outlier_sup
35;Capital;2019;63;outlier_sup
39;Capital;2019;133;outlier_sup
40;Capital;2019;72;outlier_sup
52;Baixada Fluminense;2019;65;outlier_sup
54;Baixada Fluminense;2019;218;outlier_sup
56;Baixada Fluminense;2019;68;outlier_sup
57;Baixada Fluminense;2019;77;outlier_sup
58;Baixada Fluminense;2019;66;outlier_sup
59;Baixada Fluminense;2019;179;outlier_sup
60;Baixada Fluminense;2019;74;outlier_sup
64;Baixada Fluminense;2019;166;outlier_sup
72;Grande Niterói;2019;103;outlier_sup
73;Grande Niterói;2019;95;outlier_sup
74;Grande Niterói;2019;133;outlier_sup
75;Grande Niterói;2019;92;outlier_sup
27;Capital;2019;85;outlier_sup
31;Capital;2019;110;outlier_sup
33;Capital;2019;101;outlier_sup
34;Capital;2019;187;outlier_sup
35;Capital;2019;128;outlier_sup
39;Capital;2019;141;outlier_sup
40;Capital;2019;74;outlier_sup
52;Baixada Fluminense;2019;69;outlier_sup
54;Baixada Fluminense;2019;215;outlier_sup
58;Baixada Fluminense;2019;66;outlier_sup
59;Baixada Fluminense;2019;157;outlier_sup
60;Baixada Fluminense;2019;81;outlier_sup
64;Baixada Fluminense;2019;196;outlier_sup
71;Interior;2019;71;outlier_sup
72;Grande Niterói;2019;94;outlier_sup
73;Grande Niterói;2019;84;outlier_sup
74;Grande Niterói;2019;152;outlier_sup
75;Grande Niterói;2019;81;outlier_sup
27;Capital;2019;97;outlier_sup
29;Capital;2019;62;outlier_sup
31;Capital;2019;86;outlier_sup
33;Capital;2019;97;outlier_sup
34;Capital;2019;128;outlier_sup
35;Capital;2019;100;outlier_sup
39;Capital;2019;130;outlier_sup
40;Capital;2019;71;outlier_sup
54;Baixada Fluminense;2019;278;outlier_sup
57;Baixada Fluminense;2019;67;outlier_sup
58;Baixada Fluminense;2019;95;outlier_sup
59;Baixada Fluminense;2019;147;outlier_sup
60;Baixada Fluminense;2019;102;outlier_sup
64;Baixada Fluminense;2019;204;outlier_sup
72;Grande Niterói;2019;82;outlier_sup
73;Grande Niterói;2019;81;outlier_sup
74;Grande Niterói;2019;123;outlier_sup
75;Grande Niterói;2019;63;outlier_sup
78;Grande Niterói;2019;67;outlier_sup
27;Capital;2019;62;outlier_sup
31;Capital;2019;68;outlier_sup
33;Capital;2019;82;outlier_sup
34;Capital;2019;91;outlier_sup
35;Capital;2019;68;outlier_sup
39;Capital;2019;113;outlier_sup
54;Baixada Fluminense;2019;132;outlier_sup
58;Baixada Fluminense;2019;88;outlier_sup
59;Baixada Fluminense;2019;147;outlier_sup
60;Baixada Fluminense;2019;67;outlier_sup
64;Baixada Fluminense;2019;176;outlier_sup
72;Grande Niterói;2019;63;outlier_sup
73;Grande Niterói;2019;68;outlier_sup
74;Grande Niterói;2019;138;outlier_sup
75;Grande Niterói;2019;66;outlier_sup
21;Capital;2019;62;outlier_sup
27;Capital;2019;64;outlier_sup
31;Capital;2019;96;outlier_sup
33;Capital;2019;123;outlier_sup
34;Capital;2019;108;outlier_sup
35;Capital;2019;93;outlier_sup
38;Capital;2019;69;outlier_sup
39;Capital;2019;109;outlier_sup
54;Baixada Fluminense;2019;147;outlier_sup
57;Baixada Fluminense;2019;70;outlier_sup
58;Baixada Fluminense;2019;88;outlier_sup
59;Baixada Fluminense;2019;152;outlier_sup
60;Baixada Fluminense;2019;95;outlier_sup
64;Baixada Fluminense;2019;205;outlier_sup
72;Grande Niterói;2019;77;outlier_sup
73;Grande Niterói;2019;70;outlier_sup
74;Grande Niterói;2019;126;outlier_sup
75;Grande Niterói;2019;74;outlier_sup
27;Capital;2019;73;outlier_sup
29;Capital;2019;65;outlier_sup
31;Capital;2019;105;outlier_sup
33;Capital;2019;95;outlier_sup
34;Capital;2019;119;outlier_sup
35;Capital;2019;95;outlier_sup
39;Capital;2019;149;outlier_sup
40;Capital;2019;61;outlier_sup
54;Baixada Fluminense;2019;192;outlier_sup
56;Baixada Fluminense;2019;70;outlier_sup
57;Baixada Fluminense;2019;77;outlier_sup
58;Baixada Fluminense;2019;83;outlier_sup
59;Baixada Fluminense;2019;120;outlier_sup
60;Baixada Fluminense;2019;76;outlier_sup
64;Baixada Fluminense;2019;197;outlier_sup
72;Grande Niterói;2019;71;outlier_sup
74;Grande Niterói;2019;127;outlier_sup
75;Grande Niterói;2019;64;outlier_sup
27;Capital;2019;70;outlier_sup
31;Capital;2019;100;outlier_sup
33;Capital;2019;99;outlier_sup
34;Capital;2019;114;outlier_sup
35;Capital;2019;99;outlier_sup
39;Capital;2019;166;outlier_sup
40;Capital;2019;61;outlier_sup
53;Baixada Fluminense;2019;61;outlier_sup
54;Baixada Fluminense;2019;301;outlier_sup
56;Baixada Fluminense;2019;62;outlier_sup
57;Baixada Fluminense;2019;70;outlier_sup
58;Baixada Fluminense;2019;72;outlier_sup
59;Baixada Fluminense;2019;136;outlier_sup
60;Baixada Fluminense;2019;91;outlier_sup
64;Baixada Fluminense;2019;226;outlier_sup
74;Grande Niterói;2019;100;outlier_sup
21;Capital;2020;65;outlier_sup
27;Capital;2020;86;outlier_sup
31;Capital;2020;121;outlier_sup
33;Capital;2020;147;outlier_sup
34;Capital;2020;136;outlier_sup
35;Capital;2020;75;outlier_sup
39;Capital;2020;203;outlier_sup
40;Capital;2020;69;outlier_sup
54;Baixada Fluminense;2020;303;outlier_sup
58;Baixada Fluminense;2020;74;outlier_sup
59;Baixada Fluminense;2020;158;outlier_sup
60;Baixada Fluminense;2020;88;outlier_sup
62;Baixada Fluminense;2020;64;outlier_sup
64;Baixada Fluminense;2020;228;outlier_sup
74;Grande Niterói;2020;97;outlier_sup
75;Grande Niterói;2020;64;outlier_sup
21;Capital;2020;73;outlier_sup
27;Capital;2020;88;outlier_sup
31;Capital;2020;113;outlier_sup
33;Capital;2020;151;outlier_sup
34;Capital;2020;106;outlier_sup
35;Capital;2020;76;outlier_sup
39;Capital;2020;231;outlier_sup
40;Capital;2020;76;outlier_sup
54;Baixada Fluminense;2020;260;outlier_sup
58;Baixada Fluminense;2020;78;outlier_sup
59;Baixada Fluminense;2020;152;outlier_sup
60;Baixada Fluminense;2020;92;outlier_sup
64;Baixada Fluminense;2020;207;outlier_sup
74;Grande Niterói;2020;80;outlier_sup
27;Capital;2020;81;outlier_sup
31;Capital;2020;79;outlier_sup
33;Capital;2020;130;outlier_sup
34;Capital;2020;111;outlier_sup
35;Capital;2020;94;outlier_sup
39;Capital;2020;129;outlier_sup
54;Baixada Fluminense;2020;143;outlier_sup
