cisp;regiao;ano;roubo_veiculo;flag
58;Baixada Fluminense;2020;100;outlier_sup
59;Baixada Fluminense;2020;90;outlier_sup
60;Baixada Fluminense;2020;82;outlier_sup
64;Baixada Fluminense;2020;108;outlier_sup
74;Grande Niterói;2020;82;outlier_sup
33;Capital;2020;118;outlier_sup
34;Capital;2020;117;outlier_sup
35;Capital;2020;75;outlier_sup
39;Capital;2020;105;outlier_sup
54;Baixada Fluminense;2020;90;outlier_sup
59;Baixada Fluminense;2020;83;outlier_sup
64;Baixada Fluminense;2020;80;outlier_sup
74;Grande Niterói;2020;62;outlier_sup
33;Capital;2020;95;outlier_sup
34;Capital;2020;72;outlier_sup
39;Capital;2020;86;outlier_sup
54;Baixada Fluminense;2020;98;outlier_sup
59;Baixada Fluminense;2020;70;outlier_sup
64;Baixada Fluminense;2020;79;outlier_sup
33;Capital;2020;72;outlier_sup
34;Capital;2020;84;outlier_sup
35;Capital;2020;61;outlier_sup
39;Capital;2020;87;outlier_sup
54;Baixada Fluminense;2020;131;outlier_sup
59;Baixada Fluminense;2020;93;outlier_sup
60;Baixada Fluminense;2020;74;outlier_sup
64;Baixada Fluminense;2020;80;outlier_sup
33;Capital;2020;66;outlier_sup
34;Capital;2020;78;outlier_sup
39;Capital;2020;74;outlier_sup
54;Baixada Fluminense;2020;166;outlier_sup
59;Baixada Fluminense;2020;70;outlier_sup
60;Baixada Fluminense;2020;85;outlier_sup
64;Baixada Fluminense;2020;100;outlier_sup
34;Capital;2020;84;outlier_sup
35;Capital;2020;72;outlier_sup
54;Baixada Fluminense;2020;199;outlier_sup
59;Baixada Fluminense;2020;79;outlier_sup
60;Baixada Fluminense;2020;99;outlier_sup
64;Baixada Fluminense;2020;96;outlier_sup
33;Capital;2020;66;outlier_sup
34;Capital;2020;72;outlier_sup
39;Capital;2020;66;outlier_sup
54;Baixada Fluminense;2020;140;outlier_sup
59;Baixada Fluminense;2020;77;outlier_sup
60;Baixada Fluminense;2020;81;outlier_sup
64;Baixada Fluminense;2020;97;outlier_sup
74;Grande Niterói;2020;70;outlier_sup
31;Capital;2020;76;outlier_sup
33;Capital;2020;70;outlier_sup
34;Capital;2020;75;outlier_sup
54;Baixada Fluminense;2020;147;outlier_sup
59;Baixada Fluminense;2020;100;outlier_sup
60;Baixada Fluminense;2020;67;outlier_sup
64;Baixada Fluminense;2020;81;outlier_sup
74;Grande Niterói;2020;72;outlier_sup
31;Capital;2020;85;outlier_sup
33;Capital;2020;87;outlier_sup
34;Capital;2020;116;outlier_sup
39;Capital;2020;69;outlier_sup
54;Baixada Fluminense;2020;131;outlier_sup
59;Baixada Fluminense;2020;75;outlier_sup
60;Baixada Fluminense;2020;85;outlier_sup
64;Baixada Fluminense;2020;89;outlier_sup
74;Grande Niterói;2020;63;outlier_sup
31;Capital;2020;110;outlier_sup
33;Capital;2020;83;outlier_sup
34;Capital;2020;118;outlier_sup
35;Capital;2020;74;outlier_sup
39;Capital;2020;74;outlier_sup
54;Baixada Fluminense;2020;148;outlier_sup
58;Baixada Fluminense;2020;65;outlier_sup
59;Baixada Fluminense;2020;98;outlier_sup
60;Baixada Fluminense;2020;114;outlier_sup
64;Baixada Fluminense;2020;126;outlier_sup
73;Grande Niterói;2020;64;outlier_sup
74;Grande Niterói;2020;71;outlier_sup
31;Capital;2021;90;outlier_sup
33;Capital;2021;77;outlier_sup
34;Capital;2021;75;outlier_sup
35;Capital;2021;69;outlier_sup
39;Capital;2021;98;outlier_sup
54;Baixada Fluminense;2021;116;outlier_sup
59;Baixada Fluminense;2021;127;outlier_sup
60;Baixada Fluminense;2021;104;outlier_sup
64;Baixada Fluminense;2021;153;outlier_sup
72;Grande Niterói;2021;64;outlier_sup
74;Grande Niterói;2021;83;outlier_sup
75;Grande Niterói;2021;71;outlier_sup
31;Capital;2021;88;outlier_sup
33;Capital;2021;76;outlier_sup
34;Capital;2021;78;outlier_sup
35;Capital;2021;64;outlier_sup
39;Capital;2021;99;outlier_sup
54;Baixada Fluminense;2021;118;outlier_sup
59;Baixada Fluminense;2021;65;outlier_sup
60;Baixada Fluminense;2021;75;outlier_sup
64;Baixada Fluminense;2021;119;outlier_sup
72;Grande Niterói;2021;67;outlier_sup
74;Grande Niterói;2021;76;outlier_sup
31;Capital;2021;82;outlier_sup
33;Capital;2021;87;outlier_sup
34;Capital;2021;95;outlier_sup
35;Capital;2021;75;outlier_sup
39;Capital;2021;120;outlier_sup
54;Baixada Fluminense;2021;158;outlier_sup
58;Baixada Fluminense;2021;62;outlier_sup
59;Baixada Fluminense;2021;105;outlier_sup
60;Baixada Fluminense;2021;75;outlier_sup
64;Baixada Fluminense;2021;140;outlier_sup
74;Grande Niterói;2021;90;outlier_sup
33;Capital;2021;92;outlier_sup
34;Capital;2021;98;outlier_sup
35;Capital;2021;88;outlier_sup
39;Capital;2021;110;outlier_sup
54;Baixada Fluminense;2021;89;outlier_sup
59;Baixada Fluminense;2021;88;outlier_sup
60;Baixada Fluminense;2021;84;outlier_sup
64;Baixada Fluminense;2021;99;outlier_sup
74;Grande Niterói;2021;92;outlier_sup
34;Capital;2021;116;outlier_sup
35;Capital;2021;93;outlier_sup
39;Capital;2021;111;outlier_sup
54;Baixada Fluminense;2021;118;outlier_sup
59;Baixada Fluminense;2021;88;outlier_sup
60;Baixada Fluminense;2021;101;outlier_sup
64;Baixada Fluminense;2021;91;outlier_sup
74;Grande Niterói;2021;84;outlier_sup
34;Capital;2021;95;outlier_sup
39;Capital;2021;90;outlier_sup
54;Baixada Fluminense;2021;127;outlier_sup
59;Baixada Fluminense;2021;71;outlier_sup
60;Baixada Fluminense;2021;62;outlier_sup
64;Baixada Fluminense;2021;82;outlier_sup
72;Grande Niterói;2021;63;outlier_sup
73;Grande Niterói;2021;76;outlier_sup
74;Grande Niterói;2021;69;outlier_sup
29;Capital;2021;61;outlier_sup
34;Capital;2021;100;outlier_sup
35;Capital;2021;67;outlier_sup
39;Capital;2021;123;outlier_sup
54;Baixada Fluminense;2021;100;outlier_sup
59;Baixada Fluminense;2021;74;outlier_sup
60;Baixada Fluminense;2021;87;outlier_sup
64;Baixada Fluminense;2021;112;outlier_sup
73;Grande Niterói;2021;102;outlier_sup
74;Grande Niterói;2021;75;outlier_sup
29;Capital;2021;64;outlier_sup
34;Capital;2021;107;outlier_sup
35;Capital;2021;88;outlier_sup
39;Capital;2021;108;outlier_sup
54;Baixada Fluminense;2021;125;outlier_sup
59;Baixada Fluminense;2021;89;outlier_sup
60;Baixada Fluminense;2021;65;outlier_sup
64;Baixada Fluminense;2021;109;outlier_sup
72;Grande Niterói;2021;63;outlier_sup
73;Grande Niterói;2021;93;outlier_sup
74;Grande Niterói;2021;73;outlier_sup
31;Capital;2021;61;outlier_sup
34;Capital;2021;134;outlier_sup
35;Capital;2021;88;outlier_sup
39;Capital;2021;61;outlier_sup
54;Baixada Fluminense;2021;137;outlier_sup
59;Baixada Fluminense;2021;99;outlier_sup
60;Baixada Fluminense;2021;94;outlier_sup
64;Baixada Fluminense;2021;94;outlier_sup
74;Grande Niterói;2021;66;outlier_sup
33;Capital;2021;71;outlier_sup
34;Capital;2021;138;outlier_sup
35;Capital;2021;73;outlier_sup
39;Capital;2021;69;outlier_sup
54;Baixada Fluminense;2021;144;outlier_sup
59;Baixada Fluminense;2021;108;outlier_sup
60;Baixada Fluminense;2021;100;outlier_sup
64;Baixada Fluminense;2021;89;outlier_sup
34;Capital;2021;85;outlier_sup
35;Capital;2021;81;outlier_sup
39;Capital;2021;64;outlier_sup
54;Baixada Fluminense;2021;97;outlier_sup
59;Baixada Fluminense;2021;87;outlier_sup
60;Baixada Fluminense;2021;84;outlier_sup
64;Baixada Fluminense;2021;95;outlier_sup
34;Capital;2021;66;outlier_sup
38;Capital;2021;61;outlier_sup
39;Capital;2021;80;outlier_sup
54;Baixada Fluminense;2021;130;outlier_sup
59;Baixada Fluminense;2021;68;outlier_sup
60;Baixada Fluminense;2021;96;outlier_sup
64;Baixada Fluminense;2021;70;outlier_sup
33;Capital;2022;67;outlier_sup
34;Capital;2022;102;outlier_sup
38;Capital;2022;66;outlier_sup
39;Capital;2022;81;outlier_sup
54;Baixada Fluminense;2022;121;outlier_sup
59;Baixada Fluminense;2022;110;outlier_sup
60;Baixada Fluminense;2022;112;outlier_sup
64;Baixada Fluminense;2022;82;outlier_sup
33;Capital;2022;78;outlier_sup
34;Capital;2022;88;outlier_sup
35;Capital;2022;61;outlier_sup
39;Capital;2022;70;outlier_sup
54;Baixada Fluminense;2022;105;outlier_sup
59;Baixada Fluminense;2022;83;outlier_sup
60;Baixada Fluminense;2022;94;outlier_sup
64;Baixada Fluminense;2022;80;outlier_sup
21;Capital;2022;82;outlier_sup
27;Capital;2022;70;outlier_sup
33;Capital;2022;70;outlier_sup
34;Capital;2022;127;outlier_sup
35;Capital;2022;83;outlier_sup
54;Baixada Fluminense;2022;156;outlier_sup
59;Baixada Fluminense;2022;121;outlier_sup
60;Baixada Fluminense;2022;112;outlier_sup
64;Baixada Fluminense;2022;103;outlier_sup
21;Capital;2022;73;outlier_sup
27;Capital;2022;70;outlier_sup
33;Capital;2022;74;outlier_sup
34;Capital;2022;99;outlier_sup
35;Capital;2022;85;outlier_sup
54;Baixada Fluminense;2022;125;outlier_sup
59;Baixada Fluminense;2022;84;outlier_sup
60;Baixada Fluminense;2022;96;outlier_sup
64;Baixada Fluminense;2022;91;outlier_sup
21;Capital;2022;80;outlier_sup
27;Capital;2022;73;outlier_sup
29;Capital;2022;64;outlier_sup
33;Capital;2022;70;outlier_sup
34;Capital;2022;77;outlier_sup
35;Capital;2022;70;outlier_sup
38;Capital;2022;65;outlier_sup
54;Baixada Fluminense;2022;109;outlier_sup
59;Baixada Fluminense;2022;116;outlier_sup
60;Baixada Fluminense;2022;67;outlier_sup
64;Baixada Fluminense;2022;88;outlier_sup
27;Capital;2022;75;outlier_sup
29;Capital;2022;96;outlier_sup
54;Baixada Fluminense;2022;81;outlier_sup
59;Baixada Fluminense;2022;98;outlier_sup
60;Baixada Fluminense;2022;73;outlier_sup
64;Baixada Fluminense;2022;92;outlier_sup
27;Capital;2022;76;outlier_sup
29;Capital;2022;79;outlier_sup
54;Baixada Fluminense;2022;103;outlier_sup
59;Baixada Fluminense;2022;114;outlier_sup
60;Baixada Fluminense;2022;119;outlier_sup
64;Baixada Fluminense;2022;88;outlier_sup
27;Capital;2022;84;outlier_sup
29;Capital;2022;85;outlier_sup
34;Capital;2022;75;outlier_sup
54;Baixada Fluminense;2022;90;outlier_sup
59;Baixada Fluminense;2022;99;outlier_sup
60;Baixada Fluminense;2022;110;outlier_sup
64;Baixada Fluminense;2022;100;outlier_sup
21;Capital;2022;64;outlier_sup
27;Capital;2022;86;outlier_sup
29;Capital;2022;66;outlier_sup
31;Capital;2022;67;outlier_sup
34;Capital;2022;76;outlier_sup
35;Capital;2022;62;outlier_sup
44;Capital;2022;80;outlier_sup
54;Baixada Fluminense;2022;98;outlier_sup
59;Baixada Fluminense;2022;102;outlier_sup
60;Baixada Fluminense;2022;100;outlier_sup
64;Baixada Fluminense;2022;114;outlier_sup
73;Grande Niterói;2022;61;outlier_sup
21;Capital;2022;69;outlier_sup
26;Capital;2022;70;outlier_sup
27;Capital;2022;70;outlier_sup
29;Capital;2022;111;outlier_sup
31;Capital;2022;76;outlier_sup
34;Capital;2022;86;outlier_sup
38;Capital;2022;64;outlier_sup
39;Capital;2022;93;outlier_sup
54;Baixada Fluminense;2022;94;outlier_sup
59;Baixada Fluminense;2022;147;outlier_sup
60;Baixada Fluminense;2022;115;outlier_sup
64;Baixada Fluminense;2022;120;outlier_sup
74;Grande Niterói;2022;70;outlier_sup
21;Capital;2022;79;outlier_sup
27;Capital;2022;119;outlier_sup
29;Capital;2022;111;outlier_sup
31;Capital;2022;63;outlier_sup
38;Capital;2022;80;outlier_sup
39;Capital;2022;82;outlier_sup
40;Capital;2022;80;outlier_sup
44;Capital;2022;75;outlier_sup
54;Baixada Fluminense;2022;87;outlier_sup
59;Baixada Fluminense;2022;157;outlier_sup
60;Baixada Fluminense;2022;91;outlier_sup
64;Baixada Fluminense;2022;110;outlier_sup
73;Grande Niterói;2022;63;outlier_sup
74;Grande Niterói;2022;89;outlier_sup
27;Capital;2022;112;outlier_sup
29;Capital;2022;140;outlier_sup
39;Capital;2022;89;outlier_sup
54;Baixada Fluminense;2022;111;outlier_sup
59;Baixada Fluminense;2022;146;outlier_sup
60;Baixada Fluminense;2022;96;outlier_sup
64;Baixada Fluminense;2022;101;outlier_sup
21;Capital;2023;69;outlier_sup
27;Capital;2023;99;outlier_sup
29;Capital;2023;110;outlier_sup
31;Capital;2023;61;outlier_sup
34;Capital;2023;72;outlier_sup
40;Capital;2023;66;outlier_sup
54;Baixada Fluminense;2023;91;outlier_sup
59;Baixada Fluminense;2023;99;outlier_sup
60;Baixada Fluminense;2023;63;outlier_sup
64;Baixada Fluminense;2023;87;outlier_sup
27;Capital;2023;102;outlier_sup
29;Capital;2023;74;outlier_sup
54;Baixada Fluminense;2023;82;outlier_sup
59;Baixada Fluminense;2023;115;outlier_sup
64;Baixada Fluminense;2023;64;outlier_sup
21;Capital;2023;77;outlier_sup
27;Capital;2023;111;outlier_sup
29;Capital;2023;90;outlier_sup
31;Capital;2023;69;outlier_sup
33;Capital;2023;66;outlier_sup
34;Capital;2023;80;outlier_sup
39;Capital;2023;103;outlier_sup
40;Capital;2023;81;outlier_sup
54;Baixada Fluminense;2023;97;outlier_sup
58;Baixada Fluminense;2023;74;outlier_sup
59;Baixada Fluminense;2023;186;outlier_sup
60;Baixada Fluminense;2023;90;outlier_sup
64;Baixada Fluminense;2023;112;outlier_sup
22;Capital;2023;62;outlier_sup
24;Capital;2023;78;outlier_sup
27;Capital;2023;139;outlier_sup
28;Capital;2023;61;outlier_sup
29;Capital;2023;109;outlier_sup
34;Capital;2023;61;outlier_sup
38;Capital;2023;73;outlier_sup
54;Baixada Fluminense;2023;117;outlier_sup
59;Baixada Fluminense;2023;141;outlier_sup
60;Baixada Fluminense;2023;102;outlier_sup
64;Baixada Fluminense;2023;102;outlier_sup
21;Capital;2023;70;outlier_sup
27;Capital;2023;115;outlier_sup
29;Capital;2023;99;outlier_sup
34;Capital;2023;75;outlier_sup
39;Capital;2023;73;outlier_sup
44;Capital;2023;96;outlier_sup
54;Baixada Fluminense;2023;128;outlier_sup
59;Baixada Fluminense;2023;183;outlier_sup
60;Baixada Fluminense;2023;112;outlier_sup
64;Baixada Fluminense;2023;140;outlier_sup
27;Capital;2023;63;outlier_sup
39;Capital;2023;64;outlier_sup
44;Capital;2023;63;outlier_sup
54;Baixada Fluminense;2023;126;outlier_sup
59;Baixada Fluminense;2023;128;outlier_sup
60;Baixada Fluminense;2023;78;outlier_sup
64;Baixada Fluminense;2023;109;outlier_sup
34;Capital;2023;71;outlier_sup
39;Capital;2023;67;outlier_sup
54;Baixada Fluminense;2023;105;outlier_sup
59;Baixada Fluminense;2023;71;outlier_sup
60;Baixada Fluminense;2023;68;outlier_sup
64;Baixada Fluminense;2023;64;outlier_sup
39;Capital;2023;73;outlier_sup
54;Baixada Fluminense;2023;98;outlier_sup
59;Baixada Fluminense;2023;86;outlier_sup
60;Baixada Fluminense;2023;70;outlier_sup
64;Baixada Fluminense;2023;71;outlier_sup
27;Capital;2023;75;outlier_sup
35;Capital;2023;64;outlier_sup
54;Baixada Fluminense;2023;137;outlier_sup
59;Baixada Fluminense;2023;87;outlier_sup
60;Baixada Fluminense;2023;81;outlier_sup
64;Baixada Fluminense;2023;98;outlier_sup
27;Capital;2023;86;outlier_sup
31;Capital;2023;61;outlier_sup
35;Capital;2023;67;outlier_sup
38;Capital;2023;64;outlier_sup
39;Capital;2023;86;outlier_sup
54;Baixada Fluminense;2023;133;outlier_sup
59;Baixada Fluminense;2023;160;outlier_sup
60;Baixada Fluminense;2023;107;outlier_sup
64;Baixada Fluminense;2023;113;outlier_sup
21;Capital;2023;77;outlier_sup
24;Capital;2023;78;outlier_sup
27;Capital;2023;87;outlier_sup
38;Capital;2023;61;outlier_sup
39;Capital;2023;68;outlier_sup
54;Baixada Fluminense;2023;137;outlier_sup
59;Baixada Fluminense;2023;154;outlier_sup
60;Baixada Fluminense;2023;151;outlier_sup
64;Baixada Fluminense;2023;117;outlier_sup
27;Capital;2023;70;outlier_sup
34;Capital;2023;70;outlier_sup
35;Capital;2023;66;outlier_sup
39;Capital;2023;64;outlier_sup
54;Baixada Fluminense;2023;94;outlier_sup
60;Baixada Fluminense;2023;111;outlier_sup
21;Capital;2024;76;outlier_sup
27;Capital;2024;88;outlier_sup
30;Capital;2024;61;outlier_sup
33;Capital;2024;63;outlier_sup
34;Capital;2024;68;outlier_sup
54;Baixada Fluminense;2024;97;outlier_sup
59;Baixada Fluminense;2024;82;outlier_sup
60;Baixada Fluminense;2024;118;outlier_sup
64;Baixada Fluminense;2024;63;outlier_sup
21;Capital;2024;88;outlier_sup
27;Capital;2024;92;outlier_sup
29;Capital;2024;62;outlier_sup
30;Capital;2024;72;outlier_sup
39;Capital;2024;75;outlier_sup
52;Baixada Fluminense;2024;66;outlier_sup
54;Baixada Fluminense;2024;101;outlier_sup
58;Baixada Fluminense;2024;61;outlier_sup
59;Baixada Fluminense;2024;120;outlier_sup
60;Baixada Fluminense;2024;111;outlier_sup
64;Baixada Fluminense;2024;75;outlier_sup
21;Capital;2024;109;outlier_sup
24;Capital;2024;80;outlier_sup
27;Capital;2024;158;outlier_sup
29;Capital;2024;107;outlier_sup
33;Capital;2024;69;outlier_sup
34;Capital;2024;66;outlier_sup
38;Capital;2024;75;outlier_sup
39;Capital;2024;90;outlier_sup
44;Capital;2024;95;outlier_sup
52;Baixada Fluminense;2024;71;outlier_sup
54;Baixada Fluminense;2024;124;outlier_sup
59;Baixada Fluminense;2024;138;outlier_sup
60;Baixada Fluminense;2024;97;outlier_sup
64;Baixada Fluminense;2024;93;outlier_sup
27;Capital;2024;84;outlier_sup
29;Capital;2024;103;outlier_sup
33;Capital;2024;64;outlier_sup
34;Capital;2024;69;outlier_sup
35;Capital;2024;64;outlier_sup
38;Capital;2024;73;outlier_sup
39;Capital;2024;107;outlier_sup
44;Capital;2024;79;outlier_sup
52;Baixada Fluminense;2024;71;outlier_sup
54;Baixada Fluminense;2024;118;outlier_sup
56;Baixada Fluminense;2024;62;outlier_sup
58;Baixada Fluminense;2024;63;outlier_sup
59;Baixada Fluminense;2024;117;outlier_sup
60;Baixada Fluminense;2024;95;outlier_sup
64;Baixada Fluminense;2024;94;outlier_sup
18;Capital;2024;63;outlier_sup
21;Capital;2024;128;outlier_sup
22;Capital;2024;79;outlier_sup
27;Capital;2024;99;outlier_sup
29;Capital;2024;94;outlier_sup
38;Capital;2024;119;outlier_sup
39;Capital;2024;89;outlier_sup
40;Capital;2024;63;outlier_sup
52;Baixada Fluminense;2024;80;outlier_sup
54;Baixada Fluminense;2024;106;outlier_sup
58;Baixada Fluminense;2024;84;outlier_sup
59;Baixada Fluminense;2024;141;outlier_sup
60;Baixada Fluminense;2024;100;outlier_sup
64;Baixada Fluminense;2024;91;outlier_sup
21;Capital;2024;69;outlier_sup
27;Capital;2024;96;outlier_sup
29;Capital;2024;68;outlier_sup
31;Capital;2024;62;outlier_sup
38;Capital;2024;75;outlier_sup
39;Capital;2024;81;outlier_sup
52;Baixada Fluminense;2024;96;outlier_sup
54;Baixada Fluminense;2024;146;outlier_sup
58;Baixada Fluminense;2024;83;outlier_sup
59;Baixada Fluminense;2024;145;outlier_sup
60;Baixada Fluminense;2024;120;outlier_sup
64;Baixada Fluminense;2024;106;outlier_sup
21;Capital;2024;63;outlier_sup
24;Capital;2024;65;outlier_sup
27;Capital;2024;143;outlier_sup
29;Capital;2024;87;outlier_sup
38;Capital;2024;80;outlier_sup
39;Capital;2024;65;outlier_sup
52;Baixada Fluminense;2024;79;outlier_sup
54;Baixada Fluminense;2024;181;outlier_sup
58;Baixada Fluminense;2024;64;outlier_sup
59;Baixada Fluminense;2024;119;outlier_sup
60;Baixada Fluminense;2024;132;outlier_sup
64;Baixada Fluminense;2024;111;outlier_sup
